3.14299693 3.12559765 3.12450447 0.13957000
37.34245782 37.34098289 37.34174559 0.13957000
261.08221925 261.08200828 261.08216233 0.13957000
196.31889219 196.31861162 196.31883156 0.13957000
12.94105476 12.93680034 12.93877419 0.13957000
10.33128076 10.32595291 10.33024804 0.13957000
0.78507740 0.72220975 0.71038513 0.13957000
1.22307355 1.18008940 1.24055322 0.13957000
7.00323146 6.99537789 6.99543589 0.13957000
49.00012982 48.99900577 49.00057767 0.13957000
36.84778863 36.84629390 36.84682642 0.13957000
2.42818057 2.40576765 2.43596558 0.13957000
1.98820308 1.96099016 1.96014379 0.13957000
4.37529572 4.36275347 4.36215440 0.13957000
6.23504888 6.22623106 6.23841018 0.13957000
1.50962596 1.47424687 1.50585063 0.13957000
1.22158073 1.17854885 1.23906224 0.13957000
0.41161457 0.33890793 0.32898313 0.13957000
1.43221552 1.39504956 1.43668037 0.13957000
53.19948375 53.19844843 53.19876539 0.13957000
76.28066482 76.27994276 76.28027253 0.13957000
0.82799103 0.76774812 0.76554040 0.13957000
3.00919058 2.99102945 2.99332436 0.13957000
9.81810347 9.81249754 9.81783309 0.13957000
371.96415732 371.96400924 371.96421641 0.13957000
533.33883314 533.33872986 533.33873421 0.13957000
2.24523896 2.22104886 2.24086123 0.13957000
7.35211480 7.34463291 7.35289435 0.13957000
279.69785503 279.69765810 279.69766372 0.13957000
401.04295803 401.04282069 401.04297674 0.13957000
0.41644024 0.34329179 0.33306939 0.13957000
18.44130876 18.43832260 18.43932907 0.13957000
26.44262096 26.44053817 26.44339726 0.13957000
14.74633447 14.74260051 14.74483251 0.13957000
21.14361168 21.14100704 21.14362410 0.13957000
0.42468390 0.35081852 0.34007989 0.13957000
1.10815685 1.06118266 1.11958027 0.13957000
1.02037146 0.96985502 1.01672925 0.13957000
42.78362540 42.78233804 42.78409949 0.13957000
76.72737712 76.72665926 76.72762945 0.13957000
110.84242981 110.84193289 110.84236671 0.13957000
1.22234014 1.17933256 1.23982094 0.13957000
52.32692968 52.32587709 52.32609721 0.13957000
93.84646609 93.84587918 93.84609343 0.13957000
135.57752397 135.57711771 135.57761748 0.13957000
5.98429480 5.97510894 5.98170347 0.13957000
10.73784224 10.73271586 10.73255810 0.13957000
15.51493394 15.51138485 15.51233196 0.13957000
0.41403750 0.34110661 0.33103321 0.13957000
0.82154727 0.76092219 0.75713519 0.13957000
0.42406766 0.35025371 0.33955450 0.13957000
36.50952617 36.50801760 36.51006618 0.13957000
18.86414353 18.86122428 18.86530194 0.13957000
2.35636951 2.33329061 2.36096621 0.13957000
0.84639188 0.78721785 0.78973038 0.13957000
1.25442282 1.21241835 1.27146667 0.13957000
0.27579580 0.22132185 0.21799991 0.13957000
176.22869420 176.22838165 176.22860865 0.13957000
59.97278876 59.97187036 59.97238188 0.13957000
78.71096316 78.71026339 78.71039993 0.13957000
91.05448060 91.05387569 91.05385833 0.13957000
30.98761397 30.98583661 30.98632798 0.13957000
40.66762526 40.66627091 40.66654845 0.13957000
1.12128691 1.07480322 1.13412017 0.13957000
1.12211329 1.07566015 1.13502840 0.13957000
0.65250583 0.58023648 0.55576737 0.13957000
9.65141436 9.64896594 9.64953415 0.49368000
17.92133381 17.92013456 17.92114766 0.54785000
0.58252807 0.52099537 0.50661862 0.54785000
11.47301591 11.47113797 11.47532773 0.54785000
